0.000000000000000e+00 -2.538591691663008e-33 -5.006842260021824e-34
3.906250000000000e-03 -3.432726485573672e-22 -8.318046818199912e-23
7.812500000000000e-03 -2.746591249352766e-20 -8.466661581133150e-21
1.171875000000000e-02 -1.523605819188283e-19 -6.595046762420000e-20
1.562500000000000e-02 -1.874387410007689e-19 -1.505429158214399e-19
1.953125000000000e-02 -6.638799508639212e-20 -1.864722841550589e-19
2.343750000000000e-02 -1.606014094346583e-20 -2.041234283175267e-19
2.734375000000000e-02 6.409123995921727e-20 -1.962193360207752e-19
3.125000000000000e-02 1.360598398785617e-19 -1.563164985100778e-19
3.515625000000000e-02 1.734706591859233e-19 -1.023499070255274e-19
3.906250000000000e-02 2.101196126874857e-19 -2.724367096878050e-20
4.296875000000000e-02 1.969344845570114e-19 4.783258485768502e-20
4.687500000000000e-02 1.717822010020145e-19 1.176409621297051e-19
5.078125000000000e-02 1.148774409876057e-19 1.718730963100986e-19
5.468750000000000e-02 4.416968956737577e-20 2.014860826987869e-19
5.859375000000000e-02 -2.907446249269983e-20 2.054999795343455e-19
6.250000000000000e-02 -1.057995188552577e-19 1.786570080165386e-19
6.640625000000000e-02 -1.609834696210212e-19 1.289344103935831e-19
7.031250000000000e-02 -1.990775556936340e-19 6.099084009728869e-20
7.421875000000000e-02 -2.075170860179483e-19 -1.608112024448216e-20
7.812500000000000e-02 -1.867495588421651e-19 -9.022874969573812e-20
8.203125000000000e-02 -1.408271894161304e-19 -1.530817826618719e-19
8.593750000000000e-02 -7.480693760025541e-20 -1.941127972442882e-19
8.984375000000000e-02 6.030726686189914e-22 -2.089705432640271e-19
9.375000000000000e-02 7.820487167499688e-20 -1.941143823924892e-19
9.765625000000000e-02 1.432665602766487e-19 -1.508011309785961e-19
1.015625000000000e-01 1.890889803488803e-19 -8.798924444183546e-20
1.054687500000000e-01 2.087741357504355e-19 -1.220180869395644e-20
1.093750000000000e-01 1.984709697100071e-19 6.595075827654654e-20
1.132812500000000e-01 1.598422203281470e-19 1.343839973780708e-19
1.171875000000000e-01 9.889174491170762e-20 1.840969727678456e-19
1.210937500000000e-01 2.414540564351799e-20 2.079523449129664e-19
1.250000000000000e-01 -5.445541535003586e-20 2.024956403146488e-19
1.289062500000000e-01 -1.254404503518200e-19 1.675538039720698e-19
1.328125000000000e-01 -1.793226561074022e-19 1.088301544040777e-19
1.367187500000000e-01 -2.071163792863639e-19 3.484535760721198e-20
1.406250000000000e-01 -2.056628885412140e-19 -4.491304768789530e-20
1.445312500000000e-01 -1.742749364076255e-19 -1.181053106843701e-19
1.484375000000000e-01 -1.173978669974210e-19 -1.743405233277178e-19
1.523437500000000e-01 -4.471964835766503e-20 -2.060138229041244e-19
1.562500000000000e-01 3.589677966539359e-20 -2.079770018207864e-19
1.601562500000000e-01 1.114358935812500e-19 -1.795038012019612e-19
1.640625000000000e-01 1.701983411157274e-19 -1.250883326187738e-19
1.679687500000000e-01 2.048427458359682e-19 -5.224626838477411e-20
1.718750000000000e-01 2.091735448317019e-19 2.866946638340068e-20
1.757812500000000e-01 1.836227710482247e-19 1.048791396306975e-19
1.796875000000000e-01 1.307050797991332e-19 1.666762912604775e-19
1.835937500000000e-01 5.799873581659703e-20 2.034432175647092e-19
1.875000000000000e-01 -2.264055284737117e-20 2.099727064195872e-19
1.914062500000000e-01 -1.005171466539273e-19 1.866654149792524e-19
1.953125000000000e-01 -1.636620776077142e-19 1.357632138725181e-19
1.992187500000000e-01 -2.026376202585754e-19 6.374095537368790e-20
2.031250000000000e-01 -2.112712654761329e-19 -1.789348241798469e-20
2.070312500000000e-01 -1.890553640028642e-19 -9.681697248308464e-20
2.109375000000000e-01 -1.388359825504042e-19 -1.618577159032708e-19
2.148437500000000e-01 -6.691052192925192e-20 -2.021219050401005e-19
2.187500000000000e-01 1.444348310105561e-20 -2.121621492112640e-19
